"name","match_id","date","rank","round","match_minutes","sets","tournament","total_pts","winner","hand","avg_odds","max_odds","birthday","max(year)","experience"
"Albert Costa","m_2002_F_10",2002-05-27,22,"1st Round",141,3,"French Open",124,TRUE,"R",NA,NA,1975-06-25,2002,18
"Albert Costa","m_2002_F_115",2002-05-27,22,"4th Round",140,3,"French Open",114,TRUE,"R",NA,NA,1975-06-25,2002,19
"Albert Costa","m_2002_F_121",2002-05-27,22,"Quarterfinals",234,3,"French Open",155,TRUE,"R",NA,NA,1975-06-25,2002,20
"Albert Costa","m_2002_F_124",2002-05-27,22,"Semifinals",190,3,"French Open",131,TRUE,"R",NA,NA,1975-06-25,2002,21
"Albert Costa","m_2002_F_126",2002-05-27,22,"The Final",150,3,"French Open",124,TRUE,"R",NA,NA,1975-06-25,2002,22
"Albert Costa","m_2002_F_70",2002-05-27,22,"2nd Round",152,3,"French Open",112,TRUE,"R",NA,NA,1975-06-25,2002,23
"Albert Costa","m_2002_F_99",2002-05-27,22,"3rd Round",168,3,"French Open",120,TRUE,"R",NA,NA,1975-06-25,2002,24
"Albert Costa","m_2002_U_74",2002-08-26,8,"2nd Round",206,2,"US Open",165,FALSE,"R",NA,NA,1975-06-25,2002,25
"Albert Costa","m_2002_U_9",2002-08-26,8,"1st Round",169,3,"US Open",128,TRUE,"R",NA,NA,1975-06-25,2002,26
"Albert Costa","m_2003_A_106",2003-01-17,8,"3rd Round",198,2,"Australian Open",135,FALSE,"R",NA,NA,1975-06-25,2003,27
"Albert Costa","m_2003_A_68",2003-01-15,8,"2nd Round",177,3,"Australian Open",140,TRUE,"R",NA,NA,1975-06-25,2003,28
"Albert Costa","m_2003_A_9",2003-01-13,8,"1st Round",185,3,"Australian Open",141,TRUE,"R",NA,NA,1975-06-25,2003,29
"Albert Costa","m_2003_F_105",2003-05-31,9,"3rd Round",279,3,"French Open",161,TRUE,"R",NA,NA,1975-06-25,2003,30
"Albert Costa","m_2003_F_117",2003-02-06,9,"4th Round",187,3,"French Open",125,TRUE,"R",NA,NA,1975-06-25,2003,31
"Albert Costa","m_2003_F_122",2003-04-06,9,"Quarterfinals",209,3,"French Open",148,TRUE,"R",NA,NA,1975-06-25,2003,32
"Albert Costa","m_2003_F_125",2003-06-06,9,"Semifinals",164,0,"French Open",99,FALSE,"R",NA,NA,1975-06-25,2003,33
"Albert Costa","m_2003_F_32",2003-05-27,9,"1st Round",218,3,"French Open",172,TRUE,"R",NA,NA,1975-06-25,2003,34
"Albert Costa","m_2003_F_89",2003-05-29,9,"2nd Round",218,3,"French Open",157,TRUE,"R",NA,NA,1975-06-25,2003,35
"Albert Costa","m_2003_U_36",2003-08-26,24,"1st Round",186,3,"US Open",125,TRUE,"R",NA,NA,1975-06-25,2003,36
"Albert Costa","m_2003_U_87",2003-08-29,24,"2nd Round",151,1,"US Open",97,FALSE,"R",NA,NA,1975-06-25,2003,37
"Albert Costa","m_2004_A_111",2004-01-24,27,"3rd Round",177,1,"Australian Open",121,FALSE,"R",NA,NA,1975-06-25,2004,38
"Albert Costa","m_2004_A_33",2004-01-20,27,"1st Round",108,3,"Australian Open",88,TRUE,"R",NA,NA,1975-06-25,2004,39
"Albert Costa","m_2004_A_89",2004-01-22,27,"2nd Round",258,3,"Australian Open",189,TRUE,"R",NA,NA,1975-06-25,2004,40
"Albert Costa","m_2004_F_111",2004-05-30,29,"3rd Round",261,2,"French Open",171,FALSE,"R",NA,NA,1975-06-25,2004,41
"Albert Costa","m_2004_F_51",2004-05-25,29,"1st Round",187,3,"French Open",117,TRUE,"R",NA,NA,1975-06-25,2004,42
"Albert Costa","m_2004_F_80",2004-05-27,29,"2nd Round",136,3,"French Open",107,TRUE,"R",NA,NA,1975-06-25,2004,43
"Albert Costa","m_2004_L_50",2004-06-24,55,"1st Round",98,0,"Wimbledon",70,FALSE,"R",NA,NA,1975-06-25,2004,44
"Albert Costa","m_2004_U_5",2004-08-30,44,"1st Round",120,0,"US Open",78,FALSE,"R",NA,NA,1975-06-25,2004,45
"Albert Costa","m_2005_A_3",2005-01-17,46,"1st Round",164,0,"Australian Open",100,FALSE,"R",NA,NA,1975-06-25,2005,46
"Albert Costa","m_2005_F_58",2005-05-24,72,"1st Round",130,0,"French Open",87,FALSE,"R",NA,NA,1975-06-25,2005,47
"Albert Costa","m_2005_U_56",2005-08-31,104,"1st Round",80,0,"US Open",37,FALSE,"R",NA,NA,1975-06-25,2005,48
"Albert Montanes","m_2001_F_111",2001-05-28,124,"3rd Round",149,1,"French Open",110,FALSE,"R",NA,NA,1980-11-26,2001,1
"Albert Montanes","m_2001_F_41",2001-05-28,124,"1st Round",99,3,"French Open",91,TRUE,"R",NA,NA,1980-11-26,2001,2
"Albert Montanes","m_2001_F_85",2001-05-28,124,"2nd Round",92,3,"French Open",88,TRUE,"R",NA,NA,1980-11-26,2001,3
"Albert Montanes","m_2002_A_13",2002-01-14,63,"1st Round",232,2,"Australian Open",170,FALSE,"R",NA,NA,1980-11-26,2002,4
"Albert Montanes","m_2002_F_109",2002-05-27,54,"3rd Round",132,1,"French Open",94,FALSE,"R",NA,NA,1980-11-26,2002,5
"Albert Montanes","m_2002_F_39",2002-05-27,54,"1st Round",221,3,"French Open",193,TRUE,"R",NA,NA,1980-11-26,2002,6
"Albert Montanes","m_2002_F_82",2002-05-27,54,"2nd Round",138,3,"French Open",115,TRUE,"R",NA,NA,1980-11-26,2002,7
"Albert Montanes","m_2002_L_9",2002-06-24,57,"1st Round",80,0,"Wimbledon",58,FALSE,"R",NA,NA,1980-11-26,2002,8
"Albert Montanes","m_2002_U_38",2002-08-26,59,"1st Round",99,0,"US Open",72,FALSE,"R",NA,NA,1980-11-26,2002,9
"Albert Montanes","m_2003_A_42",2003-01-14,81,"1st Round",102,3,"Australian Open",95,TRUE,"R",NA,NA,1980-11-26,2003,10
"Albert Montanes","m_2003_A_88",2003-01-16,81,"2nd Round",130,1,"Australian Open",95,FALSE,"R",NA,NA,1980-11-26,2003,11
"Albert Montanes","m_2003_F_36",2003-05-27,104,"1st Round",163,1,"French Open",125,FALSE,"R",NA,NA,1980-11-26,2003,12
"Albert Montanes","m_2003_L_62",2003-06-25,109,"1st Round",144,1,"Wimbledon",118,FALSE,"R",NA,NA,1980-11-26,2003,13
"Albert Montanes","m_2003_U_55",2003-08-27,87,"1st Round",92,0,"US Open",65,FALSE,"R",NA,NA,1980-11-26,2003,14
"Albert Montanes","m_2004_A_61",2004-01-20,82,"1st Round",66,0,"Australian Open",43,FALSE,"R",NA,NA,1980-11-26,2004,15
"Albert Montanes","m_2004_L_38",2004-06-22,78,"1st Round",67,3,"Wimbledon",86,TRUE,"R",NA,NA,1980-11-26,2004,16
"Albert Montanes","m_2004_L_82",2004-06-25,78,"2nd Round",62,0,"Wimbledon",36,FALSE,"R",NA,NA,1980-11-26,2004,17
"Albert Montanes","m_2004_U_55",2004-01-09,83,"1st Round",76,0,"US Open",49,FALSE,"R",NA,NA,1980-11-26,2004,18
"Albert Montanes","m_2005_A_54",2005-01-18,96,"1st Round",81,0,"Australian Open",67,FALSE,"R",NA,NA,1980-11-26,2005,19
"Albert Montanes","m_2005_F_61",2005-05-24,103,"1st Round",85,3,"French Open",93,TRUE,"R",NA,NA,1980-11-26,2005,20
"Albert Montanes","m_2005_F_81",2005-05-26,103,"2nd Round",114,0,"French Open",66,FALSE,"R",NA,NA,1980-11-26,2005,21
"Albert Montanes","m_2005_L_17",2005-06-20,82,"1st Round",99,0,"Wimbledon",89,FALSE,"R",NA,NA,1980-11-26,2005,22
"Albert Montanes","m_2005_U_42",2005-08-30,86,"1st Round",113,2,"US Open",96,TRUE,"R",NA,NA,1980-11-26,2005,23
"Albert Montanes","m_2005_U_90",2005-02-09,86,"2nd Round",116,1,"US Open",81,FALSE,"R",NA,NA,1980-11-26,2005,24
"Albert Montanes","m_2006_A_9",2006-01-16,72,"1st Round",108,1,"Australian Open",86,FALSE,"R",NA,NA,1980-11-26,2006,25
"Albert Montanes","m_2006_F_53",2006-05-30,105,"1st Round",147,3,"French Open",129,TRUE,"R",NA,NA,1980-11-26,2006,26
"Albert Montanes","m_2006_F_73",2006-05-31,105,"2nd Round",181,3,"French Open",149,TRUE,"R",NA,NA,1980-11-26,2006,27
"Albert Montanes","m_2006_F_96",2006-02-06,105,"3rd Round",93,0,"French Open",52,FALSE,"R",NA,NA,1980-11-26,2006,28
"Albert Montanes","m_2006_L_57",2006-06-28,114,"1st Round",122,0,"Wimbledon",101,FALSE,"R",NA,NA,1980-11-26,2006,29
"Albert Montanes","m_2006_U_39",2006-08-30,74,"1st Round",131,0,"US Open",86,FALSE,"R",NA,NA,1980-11-26,2006,30
"Albert Montanes","m_2007_A_50",2007-01-16,83,"1st Round",110,0,"Australian Open",74,FALSE,"R",NA,NA,1980-11-26,2007,31
"Albert Montanes","m_2007_F_109",2007-02-06,50,"3rd Round",141,0,"French Open",86,FALSE,"R",NA,NA,1980-11-26,2007,32
"Albert Montanes","m_2007_F_35",2007-05-29,50,"1st Round",75,1,"French Open",66,TRUE,"R",NA,NA,1980-11-26,2007,33
"Albert Montanes","m_2007_F_90",2007-05-31,50,"2nd Round",119,3,"French Open",111,TRUE,"R",NA,NA,1980-11-26,2007,34
"Albert Montanes","m_2007_L_9",2007-06-25,48,"1st Round",80,0,"Wimbledon",61,FALSE,"R",NA,NA,1980-11-26,2007,35
"Albert Montanes","m_2007_U_34",2007-08-28,46,"1st Round",151,1,"US Open",85,FALSE,"R",NA,NA,1980-11-26,2007,36
"Albert Montanes","m_2008_A_35",2008-01-15,45,"1st Round",166,1,"Australian Open",119,FALSE,"R",NA,NA,1980-11-26,2008,37
"Albert Montanes","m_2008_F_56",2008-05-28,60,"1st Round",147,3,"French Open",123,TRUE,"R",NA,NA,1980-11-26,2008,38
"Albert Montanes","m_2008_F_84",2008-05-29,60,"2nd Round",145,1,"French Open",101,FALSE,"R",NA,NA,1980-11-26,2008,39
"Albert Montanes","m_2008_L_10",2008-06-23,69,"1st Round",111,3,"Wimbledon",108,TRUE,"R",NA,NA,1980-11-26,2008,40
"Albert Montanes","m_2008_L_68",2008-06-25,69,"2nd Round",112,0,"Wimbledon",73,FALSE,"R",NA,NA,1980-11-26,2008,41
"Albert Montanes","m_2008_U_56",2008-08-27,59,"1st Round",128,1,"US Open",101,FALSE,"R",NA,NA,1980-11-26,2008,42
"Albert Montanes","m_2009_A_47",2009-01-20,42,"1st Round",86,0,"Australian Open",62,FALSE,"R",NA,NA,1980-11-26,2009,43
"Albert Montanes","m_2009_F_28",2009-05-25,36,"1st Round",220,1,"French Open",139,FALSE,"R",NA,NA,1980-11-26,2009,44
"Albert Montanes","m_2009_L_27",2009-06-22,33,"1st Round",98,3,"Wimbledon",100,TRUE,"R",NA,NA,1980-11-26,2009,45
"Albert Montanes","m_2009_L_68",2009-06-24,33,"2nd Round",167,3,"Wimbledon",125,TRUE,"R",NA,NA,1980-11-26,2009,46
"Albert Montanes","m_2009_L_99",2009-06-26,33,"3rd Round",138,1,"Wimbledon",102,FALSE,"R",NA,NA,1980-11-26,2009,47
"Albert Montanes","m_2009_U_7",2009-08-31,48,"1st Round",114,1,"US Open",85,FALSE,"R",NA,NA,1980-11-26,2009,48
"Albert Montanes","m_2010_A_105",2010-01-23,32,"3rd Round",108,0,"Australian Open",74,FALSE,"R",NA,NA,1980-11-26,2010,49
"Albert Montanes","m_2010_A_53",2010-01-19,32,"1st Round",81,1,"Australian Open",64,TRUE,"R",NA,NA,1980-11-26,2010,50
"Albert Montanes","m_2010_A_92",2010-01-21,32,"2nd Round",201,3,"Australian Open",174,TRUE,"R",NA,NA,1980-11-26,2010,51
"Albert Montanes","m_2010_F_101",2010-05-28,34,"3rd Round",149,1,"French Open",109,FALSE,"R",4.71,5.77,1980-11-26,2010,52
"Albert Montanes","m_2010_F_64",2010-05-26,34,"2nd Round",105,3,"French Open",95,TRUE,"R",1.14,1.21,1980-11-26,2010,53
"Albert Montanes","m_2010_F_7",2010-05-23,34,"1st Round",122,3,"French Open",109,TRUE,"R",1.1,1.13,1980-11-26,2010,54
"Albert Montanes","m_2010_L_16",2010-06-21,31,"1st Round",111,3,"Wimbledon",107,TRUE,"R",1.41,1.51,1980-11-26,2010,55
"Albert Montanes","m_2010_L_76",2010-06-23,31,"2nd Round",138,3,"Wimbledon",141,TRUE,"R",1.69,1.89,1980-11-26,2010,56
"Albert Montanes","m_2010_L_96",2010-06-25,31,"3rd Round",101,0,"Wimbledon",72,FALSE,"R",8.7,12,1980-11-26,2010,57
"Albert Montanes","m_2010_U_114",2010-06-09,23,"4th Round",135,1,"US Open",92,FALSE,"R",8.88,12.25,1980-11-26,2010,58
"Albert Montanes","m_2010_U_16",2010-08-30,23,"1st Round",218,3,"US Open",161,TRUE,"R",1.37,1.44,1980-11-26,2010,59
"Albert Montanes","m_2010_U_67",2010-02-09,23,"2nd Round",106,3,"US Open",101,TRUE,"R",1.93,2.1,1980-11-26,2010,60
"Albert Montanes","m_2010_U_98",2010-04-09,23,"3rd Round",38,1,"US Open",39,TRUE,"R",2.11,2.38,1980-11-26,2010,61
"Albert Montanes","m_2011_A_14",2011-01-17,26,"1st Round",158,3,"Australian Open",157,TRUE,"R",1.3,1.33,1980-11-26,2011,62
"Albert Montanes","m_2011_A_74",2011-01-19,26,"2nd Round",99,0,"Australian Open",55,FALSE,"R",2.84,3,1980-11-26,2011,63
"Albert Montanes","m_2011_F_112",2011-05-29,38,"4th Round",262,2,"French Open",188,FALSE,"R",1.49,1.55,1980-11-26,2011,64
"Albert Montanes","m_2011_F_6",2011-05-22,38,"1st Round",105,3,"French Open",94,TRUE,"R",1.27,1.33,1980-11-26,2011,65
"Albert Montanes","m_2011_F_71",2011-05-25,38,"2nd Round",190,3,"French Open",144,TRUE,"R",1.15,1.2,1980-11-26,2011,66
"Albert Montanes","m_2011_F_99",2011-05-27,38,"3rd Round",138,3,"French Open",105,TRUE,"R",2.07,2.2,1980-11-26,2011,67
"Albert Montanes","m_2011_L_42",2011-06-21,34,"1st Round",107,0,"Wimbledon",94,FALSE,"R",3.01,3.43,1980-11-26,2011,68
"Albert Montanes","m_2011_U_8",2011-08-29,42,"1st Round",181,1,"US Open",125,FALSE,"R",1.67,1.75,1980-11-26,2011,69
"Albert Montanes","m_2012_A_2",2012-01-16,50,"1st Round",193,1,"Australian Open",145,FALSE,"R",1.32,1.37,1980-11-26,2012,70
"Albert Montanes","m_2012_F_2",2012-05-27,65,"1st Round",190,1,"French Open",109,FALSE,"R",14.95,26.52,1980-11-26,2012,71
"Albert Montanes","m_2012_L_51",2012-06-26,90,"1st Round",83,0,"Wimbledon",66,FALSE,"R",5.9,7.04,1980-11-26,2012,72
"Albert Montanes","m_2012_U_57",2012-08-29,111,"1st Round",157,1,"US Open",95,FALSE,"R",11.56,20,1980-11-26,2012,73
"Albert Montanes","m_2013_A_58",2013-01-15,96,"1st Round",96,0,"Australian Open",63,FALSE,"R",14.62,23,1980-11-26,2013,74
"Albert Montanes","m_2013_F_41",2013-05-27,47,"1st Round",162,3,"French Open",142,TRUE,"R",1.18,1.25,1980-11-26,2013,75
"Albert Montanes","m_2013_F_65",2013-05-29,47,"2nd Round",101,0,"French Open",63,FALSE,"R",11.98,17,1980-11-26,2013,76
"Albert Montanes","m_2013_L_13",2013-06-24,51,"1st Round",114,1,"Wimbledon",103,FALSE,"R",2.81,3.1,1980-11-26,2013,77
"Albert Montanes","m_2013_U_27",2013-08-27,44,"1st Round",88,0,"US Open",57,FALSE,"R",2.8,3.14,1980-11-26,2013,78
"Albert Montanes","m_2014_A_19",2014-01-13,60,"1st Round",70,0,"Australian Open",42,FALSE,"R",3.13,3.6,1980-11-26,2014,79
"Albert Montanes","m_2014_F_22",2014-05-26,86,"1st Round",20,0,"French Open",9,FALSE,"R",1.2,1.26,1980-11-26,2014,80
"Albert Montanes","m_2014_U_1",2014-08-25,114,"1st Round",39,0,"US Open",21,FALSE,"R",4.84,5.76,1980-11-26,2014,81
"Albert Montanes","m_2016_F_15",2016-05-23,98,"1st Round",108,0,"French Open",86,FALSE,"R",1.75,1.83,1980-11-26,2016,82
"Albert Montanes","m_2016_L_41",2016-06-28,120,"1st Round",178,2,"Wimbledon",146,FALSE,"R",6.97,8.12,1980-11-26,2016,83
"Albert Portas","m_2000_A_0",2000-01-17,91,"1st Round",179,3,"Australian Open",166,TRUE,"R",NA,NA,1973-11-15,2000,1
"Albert Portas","m_2000_A_79",2000-01-17,91,"2nd Round",83,0,"Australian Open",55,FALSE,"R",NA,NA,1973-11-15,2000,2
"Albert Portas","m_2000_F_108",2000-05-29,66,"3rd Round",111,0,"French Open",69,FALSE,"R",NA,NA,1973-11-15,2000,3
"Albert Portas","m_2000_F_48",2000-05-29,66,"1st Round",98,3,"French Open",103,TRUE,"R",NA,NA,1973-11-15,2000,4
"Albert Portas","m_2000_F_88",2000-05-29,66,"2nd Round",131,3,"French Open",127,TRUE,"R",NA,NA,1973-11-15,2000,5
"Albert Portas","m_2000_L_46",2000-06-26,55,"1st Round",103,3,"Wimbledon",105,TRUE,"R",NA,NA,1973-11-15,2000,6
"Albert Portas","m_2000_L_85",2000-06-26,55,"2nd Round",107,3,"Wimbledon",101,TRUE,"R",NA,NA,1973-11-15,2000,7
"Albert Portas","m_2000_L_98",2000-06-26,55,"3rd Round",76,0,"Wimbledon",58,FALSE,"R",NA,NA,1973-11-15,2000,8
"Albert Portas","m_2000_U_47",2000-08-28,70,"1st Round",101,0,"US Open",74,FALSE,"R",NA,NA,1973-11-15,2000,9
"Albert Portas","m_2001_A_12",2001-01-15,51,"1st Round",184,2,"Australian Open",143,FALSE,"R",NA,NA,1973-11-15,2001,10
"Albert Portas","m_2001_F_52",2001-05-28,23,"1st Round",112,0,"French Open",84,FALSE,"R",NA,NA,1973-11-15,2001,11
"Albert Portas","m_2001_L_52",2001-06-25,23,"1st Round",191,2,"Wimbledon",167,FALSE,"R",NA,NA,1973-11-15,2001,12
"Albert Portas","m_2001_U_101",2001-08-27,25,"3rd Round",108,0,"US Open",68,FALSE,"R",NA,NA,1973-11-15,2001,13
"Albert Portas","m_2001_U_43",2001-08-27,25,"1st Round",120,3,"US Open",106,TRUE,"R",NA,NA,1973-11-15,2001,14
"Albert Portas","m_2001_U_85",2001-08-27,25,"2nd Round",111,3,"US Open",109,TRUE,"R",NA,NA,1973-11-15,2001,15
"Albert Portas","m_2002_A_48",2002-01-14,20,"1st Round",147,3,"Australian Open",139,TRUE,"R",NA,NA,1973-11-15,2002,16
"Albert Portas","m_2002_A_78",2002-01-14,20,"2nd Round",73,0,"Australian Open",43,FALSE,"R",NA,NA,1973-11-15,2002,17
"Albert Portas","m_2002_F_107",2002-05-27,76,"3rd Round",108,0,"French Open",70,FALSE,"R",NA,NA,1973-11-15,2002,18
"Albert Portas","m_2002_F_47",2002-05-27,76,"1st Round",107,3,"French Open",108,TRUE,"R",NA,NA,1973-11-15,2002,19
"Albert Portas","m_2002_F_88",2002-05-27,76,"2nd Round",180,3,"French Open",139,TRUE,"R",NA,NA,1973-11-15,2002,20
"Albert Portas","m_2002_L_15",2002-06-24,68,"1st Round",143,1,"Wimbledon",128,FALSE,"R",NA,NA,1973-11-15,2002,21
"Albert Portas","m_2002_U_55",2002-08-26,76,"1st Round",94,0,"US Open",66,FALSE,"R",NA,NA,1973-11-15,2002,22
"Albert Portas","m_2003_A_56",2003-01-14,86,"1st Round",93,0,"Australian Open",54,FALSE,"R",NA,NA,1973-11-15,2003,23
"Albert Portas","m_2003_F_47",2003-05-27,81,"1st Round",153,3,"French Open",139,TRUE,"R",NA,NA,1973-11-15,2003,24
"Albert Portas","m_2003_F_81",2003-05-29,81,"2nd Round",147,1,"French Open",104,FALSE,"R",NA,NA,1973-11-15,2003,25
"Albert Portas","m_2003_L_21",2003-06-23,85,"1st Round",79,0,"Wimbledon",60,FALSE,"R",NA,NA,1973-11-15,2003,26
"Albert Portas","m_2003_U_48",2003-08-27,88,"1st Round",78,0,"US Open",58,FALSE,"R",NA,NA,1973-11-15,2003,27
"Albert Portas","m_2004_A_8",2004-01-19,83,"1st Round",105,0,"Australian Open",80,FALSE,"R",NA,NA,1973-11-15,2004,28
"Albert Portas","m_2004_F_14",2004-05-24,113,"1st Round",188,1,"French Open",139,FALSE,"R",NA,NA,1973-11-15,2004,29
"Albert Portas","m_2006_F_36",2006-05-30,85,"1st Round",156,1,"French Open",108,FALSE,"R",NA,NA,1973-11-15,2006,30
"Albert Portas","m_2006_L_4",2006-06-27,115,"1st Round",91,0,"Wimbledon",59,FALSE,"R",NA,NA,1973-11-15,2006,31
"Albert Ramos","m_2011_F_22",2011-05-23,117,"1st Round",267,3,"French Open",194,TRUE,"L",1.42,1.48,1988-01-17,2011,1
"Albert Ramos","m_2011_F_82",2011-05-26,117,"2nd Round",116,0,"French Open",77,FALSE,"L",12.25,25.37,1988-01-17,2011,2
"Albert Ramos","m_2011_U_5",2011-08-29,71,"1st Round",264,2,"US Open",186,FALSE,"L",5.22,6.33,1988-01-17,2011,3
"Albert Ramos","m_2012_A_8",2012-01-16,67,"1st Round",172,1,"Australian Open",102,FALSE,"L",13.7,26.24,1988-01-17,2012,4
"Albert Ramos","m_2012_F_51",2012-05-29,38,"1st Round",210,1,"French Open",139,FALSE,"L",1.36,1.44,1988-01-17,2012,5
"Albert Ramos","m_2012_L_22",2012-06-25,43,"1st Round",79,0,"Wimbledon",47,FALSE,"L",25.27,59.87,1988-01-17,2012,6
"Albert Ramos","m_2012_U_72",2012-08-30,50,"2nd Round",243,1,"US Open",152,FALSE,"L",4.25,5.05,1988-01-17,2012,7
"Albert Ramos","m_2012_U_8",2012-08-27,50,"1st Round",201,3,"US Open",147,TRUE,"L",1.7,1.82,1988-01-17,2012,8
"Albert Ramos","m_2013_A_31",2013-01-14,51,"1st Round",255,2,"Australian Open",186,FALSE,"L",7.5,9.4,1988-01-17,2013,9
"Albert Ramos","m_2013_F_43",2013-05-27,64,"1st Round",143,0,"French Open",94,FALSE,"L",2.11,2.34,1988-01-17,2013,10
"Albert Ramos","m_2013_L_43",2013-06-25,62,"1st Round",108,0,"Wimbledon",60,FALSE,"L",11.56,16,1988-01-17,2013,11
"Albert Ramos","m_2013_U_2",2013-08-26,75,"1st Round",236,2,"US Open",166,FALSE,"L",3.52,4.05,1988-01-17,2013,12
"Albert Ramos","m_2014_A_26",2014-01-13,84,"1st Round",115,0,"Australian Open",77,FALSE,"L",1.54,1.7,1988-01-17,2014,13
"Albert Ramos","m_2014_F_13",2014-05-25,115,"1st Round",130,0,"French Open",88,FALSE,"L",3.05,3.35,1988-01-17,2014,14
"Albert Ramos","m_2014_U_43",2014-08-26,95,"1st Round",122,0,"US Open",78,FALSE,"L",1.74,1.82,1988-01-17,2014,15
"Albert Ramos","m_2015_A_58",2015-01-20,61,"1st Round",152,1,"Australian Open",109,FALSE,"L",2.3,2.5,1988-01-17,2015,16
"Albert Ramos","m_2015_F_8",2015-05-24,63,"1st Round",158,0,"French Open",97,FALSE,"L",2.75,2.92,1988-01-17,2015,17
"Albert Ramos","m_2015_L_46",2015-06-30,65,"1st Round",0,2,"Wimbledon",79,TRUE,"L",6.94,8.45,1988-01-17,2015,18
"Albert Ramos","m_2015_L_89",2015-02-07,65,"2nd Round",0,0,"Wimbledon",68,FALSE,"L",14.03,23,1988-01-17,2015,19
"Albert Ramos","m_2015_U_57",2015-01-09,58,"1st Round",0,0,"US Open",107,FALSE,"L",10.95,17,1988-01-17,2015,20
"Albert Ramos","m_2016_A_15",2016-01-18,61,"1st Round",103,3,"Australian Open",89,TRUE,"L",3.69,4.33,1988-01-17,2016,21
"Albert Ramos","m_2016_A_72",2016-01-20,61,"2nd Round",138,0,"Australian Open",86,FALSE,"L",6,7,1988-01-17,2016,22
"Albert Ramos","m_2016_F_112",2016-05-29,55,"4th Round",139,3,"French Open",105,TRUE,"L",4.55,5.5,1988-01-17,2016,23
"Albert Ramos","m_2016_F_121",2016-01-06,55,"Quarterfinals",115,0,"French Open",75,FALSE,"L",6.55,7.66,1988-01-17,2016,24
"Albert Ramos","m_2016_F_24",2016-05-23,55,"1st Round",185,3,"French Open",139,TRUE,"L",1.17,1.21,1988-01-17,2016,25
"Albert Ramos","m_2016_F_71",2016-05-25,55,"2nd Round",169,3,"French Open",127,TRUE,"L",1.25,1.29,1988-01-17,2016,26
"Albert Ramos","m_2016_F_97",2016-05-27,55,"3rd Round",251,3,"French Open",182,TRUE,"L",2.56,2.7,1988-01-17,2016,27
"Albert Ramos","m_2016_L_108",2016-03-07,36,"3rd Round",156,1,"Wimbledon",118,FALSE,"L",6.32,7.25,1988-01-17,2016,28
"Albert Ramos","m_2016_L_42",2016-06-28,36,"1st Round",146,3,"Wimbledon",117,TRUE,"L",3.3,4,1988-01-17,2016,29
"Albert Ramos","m_2016_L_81",2016-06-30,36,"2nd Round",174,3,"Wimbledon",138,TRUE,"L",4.1,4.5,1988-01-17,2016,30
"Albert Ramos","m_2016_U_74",2016-08-31,33,"2nd Round",174,0,"US Open",120,FALSE,"L",2.24,2.33,1988-01-17,2016,31
"Albert Ramos","m_2016_U_8",2016-08-29,33,"1st Round",201,3,"US Open",142,TRUE,"L",1.61,1.68,1988-01-17,2016,32
"Albert Ramos","m_2017_A_17",2017-01-16,26,"1st Round",200,2,"Australian Open",141,FALSE,"L",1.67,1.75,1988-01-17,2017,33
"Albert Ramos","m_2017_F_103",2017-02-06,20,"3rd Round",221,3,"French Open",160,TRUE,"L",1.98,2.09,1988-01-17,2017,34
"Albert Ramos","m_2017_F_115",2017-04-06,20,"4th Round",147,0,"French Open",87,FALSE,"L",6.92,8.75,1988-01-17,2017,35
"Albert Ramos","m_2017_F_2",2017-05-28,20,"1st Round",186,3,"French Open",137,TRUE,"L",1.21,1.23,1988-01-17,2017,36
"Albert Ramos","m_2017_F_75",2017-05-31,20,"2nd Round",84,3,"French Open",82,TRUE,"L",1.04,1.07,1988-01-17,2017,37
"Albert Ramos","m_2017_L_105",2017-08-07,22,"3rd Round",141,0,"Wimbledon",93,FALSE,"L",8.12,8.39,1988-01-17,2017,38
"Albert Ramos","m_2017_L_41",2017-04-07,22,"1st Round",144,3,"Wimbledon",113,TRUE,"L",2.15,2.4,1988-01-17,2017,39
"Albert Ramos","m_2017_L_91",2017-06-07,22,"2nd Round",211,3,"Wimbledon",168,TRUE,"L",1.63,1.69,1988-01-17,2017,40
"Albert Ramos","m_2017_U_16",2017-08-28,24,"1st Round",295,3,"US Open",211,TRUE,"L",1.32,1.4,1988-01-17,2017,41
"Albert Ramos","m_2017_U_66",2017-08-30,24,"2nd Round",207,2,"US Open",136,FALSE,"L",1.55,1.62,1988-01-17,2017,42
"Albert Ramos","m_2018_A_110",2018-01-20,22,"3rd Round",141,0,"Australian Open",81,FALSE,"L",7.64,9.61,1988-01-17,2018,43
"Albert Ramos","m_2018_A_46",2018-01-16,22,"1st Round",111,3,"Australian Open",85,TRUE,"L",2.08,2.25,1988-01-17,2018,44
"Albert Ramos","m_2018_A_81",2018-01-18,22,"2nd Round",128,3,"Australian Open",104,TRUE,"L",1.42,1.5,1988-01-17,2018,45
"Albert Ramos","m_2018_F_110",2018-02-06,36,"3rd Round",138,0,"French Open",76,FALSE,"L",4.28,4.88,1988-01-17,2018,46
"Albert Ramos","m_2018_F_34",2018-05-28,36,"1st Round",127,3,"French Open",101,TRUE,"L",1.62,1.67,1988-01-17,2018,47
"Albert Ramos","m_2018_F_90",2018-05-31,36,"2nd Round",127,3,"French Open",101,TRUE,"L",1.46,1.51,1988-01-17,2018,48
"Albert Ramos","m_2018_L_48",2018-03-07,38,"1st Round",111,0,"Wimbledon",75,FALSE,"L",1.57,1.62,1988-01-17,2018,49
